delivery_delay_days,is_late,approval_wait_hours,carrier_wait_days,order_dayofweek,order_hour,total_items,total_price,total_freight,avg_price,max_price,price_to_freight_ratio,payment_installments,payment_value,product_weight_g,product_photos_qty,product_description_lenght,category_bad_rate,state_bad_rate,same_state,customer_past_bad_orders,pay_credit_card,pay_debit_card,pay_not_defined,pay_voucher,season_Spring,season_Summer,season_Winter,is_bad_order
-16.0,0,34.44638888888889,8.0,6,22,1.0,42.5,14.1,42.5,42.5,3.0142,5.0,56.6,500.0,3.0,766.0,0.14926077382824787,0.11095673837014325,0,0,True,False,False,False,False,False,False,0
-5.0,0,3.848333333333333,0.0,1,21,1.0,45.0,7.39,45.0,45.0,6.0893,4.0,52.39,200.0,6.0,1082.0,0.1016949152542373,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-15.0,0,0.16361111111111112,3.0,1,14,1.0,59.9,13.44,59.9,59.9,4.4568,1.0,73.34,1550.0,2.0,348.0,0.12067486416928797,0.11095673837014325,1,0,True,False,False,False,True,False,False,0
-9.0,0,0.8972222222222223,5.0,4,13,1.0,12.9,15.1,12.9,12.9,0.8543,1.0,28.0,250.0,1.0,93.0,0.15525212342758843,0.11955307262569832,0,0,True,False,False,False,True,False,False,0
-16.0,0,0.14444444444444443,0.0,3,9,1.0,243.0,20.89,243.0,243.0,11.6324,2.0,263.89,1000.0,2.0,855.0,0.1382941382941383,0.1207464324917673,0,0,True,False,False,False,False,False,True,0
-12.0,0,25.160555555555554,0.0,6,20,1.0,69.99,16.74,69.99,69.99,4.181,3.0,86.73,1000.0,1.0,892.0,0.10869565217391304,0.1805944600062247,0,0,True,False,False,False,False,False,True,0
-22.0,0,2.175,0.0,3,12,1.0,259.9,22.62,259.9,259.9,11.4898,1.0,282.52,2600.0,3.0,649.0,0.11685276551545053,0.16715976331360946,0,0,True,False,False,False,False,True,False,0
-11.0,0,51.94444444444444,-3.0,1,12,1.0,32.0,7.48,32.0,32.0,4.2781,1.0,39.48,150.0,6.0,1146.0,0.11450641826650006,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
6.0,1,0.2561111111111111,1.0,3,18,2.0,219.8,52.1,109.9,109.9,4.2188,10.0,271.9,400.0,1.0,590.0,0.1145684155708892,0.1753846153846154,0,0,True,False,False,False,False,True,False,1
-13.0,0,49.269444444444446,4.0,2,1,1.0,93.0,16.41,93.0,93.0,5.6673,1.0,109.41,800.0,2.0,364.0,0.15525212342758843,0.11955307262569832,0,0,False,False,False,False,False,True,False,0
-16.0,0,0.175,0.0,0,20,1.0,129.9,17.75,129.9,129.9,7.3183,2.0,147.65,1000.0,2.0,1221.0,0.1145684155708892,0.1805944600062247,0,0,True,False,False,False,False,False,False,0
-11.0,0,0.6802777777777778,5.0,5,1,1.0,29.9,8.72,29.9,29.9,3.4289,3.0,38.62,350.0,1.0,396.0,0.11821305841924398,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-11.0,0,0.2313888888888889,1.0,0,22,2.0,107.8,26.8,53.9,53.9,4.0224,3.0,134.6,1500.0,2.0,340.0,0.12067486416928797,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-8.0,0,0.24833333333333332,3.0,5,20,2.0,398.0,38.98,199.0,199.0,10.2104,10.0,436.98,50.0,1.0,1727.0,0.1456675176452921,0.13130841121495326,0,0,True,False,False,False,False,False,True,1
-31.0,0,0.3641666666666667,0.0,3,9,2.0,178.0,83.09,89.0,139.0,2.1423,4.0,261.09,4100.0,5.0,498.0,0.11821305841924398,0.1207464324917673,0,0,True,False,False,False,False,False,True,1
-11.0,0,8.305555555555555,3.0,3,16,1.0,127.0,17.8,127.0,127.0,7.1348,7.0,144.8,4338.0,2.0,514.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-10.0,0,0.4508333333333333,2.0,5,0,1.0,12.5,17.06,12.5,12.5,0.7327,1.0,29.56,100.0,1.0,130.0,0.11247637051039698,0.16715976331360946,0,0,True,False,False,False,False,False,True,0
-10.0,0,11.770555555555555,4.0,4,18,1.0,52.9,16.0,52.9,52.9,3.3062,1.0,68.9,2300.0,5.0,553.0,0.11685276551545053,0.11095673837014325,1,0,False,False,False,False,False,False,False,0
-7.0,0,27.651666666666667,0.0,0,0,1.0,29.99,24.82,29.99,29.99,1.2083,1.0,54.81,300.0,5.0,818.0,0.1396514681308188,0.16841317365269462,0,0,False,False,False,False,False,False,False,0
-14.0,0,76.82416666666667,0.0,4,22,1.0,307.3,27.65,307.3,307.3,11.1139,1.0,334.95,5683.0,3.0,594.0,0.12067486416928797,0.11955307262569832,0,0,False,False,False,False,False,False,False,0
-13.0,0,0.1922222222222222,2.0,1,14,1.0,31.9,12.69,31.9,31.9,2.5138,2.0,44.59,600.0,1.0,348.0,0.15525212342758843,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-16.0,0,16.0725,0.0,0,12,1.0,599.99,19.96,599.99,599.99,30.0596,1.0,619.95,660.0,1.0,352.0,0.13500980916711253,0.11955307262569832,0,0,False,False,False,False,True,False,False,0
-12.0,0,0.2013888888888889,2.0,1,9,1.0,39.0,14.1,39.0,39.0,2.766,5.0,53.1,283.0,1.0,121.0,0.11785260482846252,0.11955307262569832,0,0,True,False,False,False,True,False,False,0
-8.0,0,0.6122222222222222,1.0,1,10,1.0,27.5,17.92,27.5,27.5,1.5346,1.0,45.42,400.0,2.0,586.0,0.11685276551545053,0.1805944600062247,0,0,True,False,False,False,False,True,False,1
-1.0,0,0.1986111111111111,15.0,2,18,1.0,149.98,23.76,149.98,149.98,6.3123,1.0,173.74,13350.0,1.0,1398.0,0.21422924901185772,0.11095673837014325,1,0,False,True,False,False,False,False,True,0
-13.0,0,23.894444444444446,1.0,6,23,1.0,105.0,16.04,105.0,105.0,6.5461,2.0,121.04,5300.0,1.0,614.0,0.11821305841924398,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-13.0,0,0.3616666666666667,0.0,2,19,1.0,89.7,14.93,89.7,89.7,6.008,2.0,104.63,700.0,2.0,1540.0,0.10294117647058823,0.11955307262569832,1,0,True,False,False,False,False,False,True,1
-16.0,0,0.3738888888888889,1.0,2,14,1.0,49.0,12.79,49.0,49.0,3.8311,3.0,61.79,400.0,7.0,539.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-6.0,0,9.689722222222223,2.0,4,17,1.0,25.9,12.84,25.9,25.9,2.0171,1.0,38.74,150.0,1.0,318.0,0.13012618296529968,0.11095673837014325,1,0,False,False,False,False,False,False,True,0
-16.0,0,1.7038888888888888,0.0,1,18,1.0,40.0,11.85,40.0,40.0,3.3755,1.0,51.85,125.0,3.0,515.0,0.13012618296529968,0.11955307262569832,0,0,True,False,False,False,False,False,True,0
-12.0,0,34.011944444444445,2.0,0,21,1.0,58.99,20.81,58.99,58.99,2.8347,7.0,79.8,200.0,2.0,492.0,0.11450641826650006,0.14467312348668282,0,0,True,False,False,False,False,True,False,0
-11.0,0,0.12222222222222222,3.0,4,19,1.0,45.95,18.42,45.95,45.95,2.4946,1.0,64.37,350.0,2.0,161.0,0.15525212342758843,0.1805944600062247,0,0,False,True,False,False,False,False,True,0
-10.0,0,35.83416666666667,0.0,1,16,2.0,67.0,30.2,33.5,38.0,2.2185,1.0,97.2,250.0,4.0,179.0,0.13500980916711253,0.1207464324917673,0,0,False,False,False,False,False,False,False,0
-11.0,0,0.12666666666666668,0.0,4,0,1.0,49.0,7.78,49.0,49.0,6.2982,4.0,56.78,250.0,3.0,578.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-11.0,0,0.2991666666666667,2.0,1,9,1.0,69.9,13.51,69.9,69.9,5.1739,5.0,83.41,1200.0,2.0,543.0,0.10732984293193717,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-12.0,0,15.019166666666667,0.0,1,11,2.0,78.0,30.2,39.0,49.0,2.5828,1.0,108.2,200.0,3.0,167.0,0.13500980916711253,0.13366336633663367,0,0,False,False,False,False,True,False,False,0
-6.0,0,3.1372222222222224,3.0,4,22,1.0,69.9,16.93,69.9,69.9,4.1288,5.0,86.83,281.0,5.0,658.0,0.1145684155708892,0.1805944600062247,0,0,True,False,False,False,True,False,False,0
7.0,1,47.548611111111114,2.0,5,13,1.0,265.0,16.76,265.0,265.0,15.8114,8.0,281.76,11600.0,1.0,582.0,0.10869565217391304,0.11095673837014325,1,0,True,False,False,False,False,False,False,1
-8.0,0,24.1425,0.0,3,21,1.0,109.0,38.51,109.0,109.0,2.8304,8.0,147.51,16900.0,1.0,360.0,0.12140575079872204,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
3.0,1,0.24666666666666667,4.0,0,10,1.0,22.0,7.41,22.0,22.0,2.969,1.0,29.41,250.0,1.0,281.0,0.11821305841924398,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-15.0,0,33.426944444444445,1.0,0,17,1.0,899.0,54.82,899.0,899.0,16.3991,1.0,953.82,11000.0,6.0,1309.0,0.10869565217391304,0.11955307262569832,0,0,False,False,False,False,True,False,False,0
-12.0,0,0.30777777777777776,0.0,3,23,1.0,15.0,11.85,15.0,15.0,1.2658,1.0,26.85,150.0,1.0,96.0,0.13099535843218155,0.11095673837014325,1,0,True,False,False,False,True,False,False,1
-53.0,0,0.24861111111111112,0.0,6,16,1.0,134.99,27.67,134.99,134.99,4.8786,2.0,162.66,1550.0,5.0,1732.0,0.1145684155708892,0.1805944600062247,0,0,True,False,False,False,False,False,True,0
-26.0,0,17.14527777777778,1.0,1,9,2.0,222.8,37.71,111.4,139.9,5.9082,1.0,260.51,8875.0,4.0,511.0,0.12067486416928797,0.1207464324917673,0,0,False,False,False,False,False,False,False,1
-11.0,0,0.41833333333333333,4.0,4,12,1.0,153.0,17.98,153.0,153.0,8.5095,8.0,170.98,2450.0,1.0,322.0,0.15525212342758843,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-8.0,0,0.20722222222222222,1.0,6,14,1.0,50.0,17.6,50.0,50.0,2.8409,3.0,70.72,1300.0,1.0,249.0,0.11685276551545053,0.11955307262569832,0,0,True,False,False,False,False,False,True,1
-13.0,0,0.0,4.0,2,19,1.0,53.9,18.66,53.9,53.9,2.8885,1.0,72.56,1100.0,1.0,1252.0,0.10869565217391304,0.1805944600062247,0,0,False,False,False,False,False,False,False,0
-9.0,0,0.2972222222222222,1.0,3,12,2.0,60.89,17.53,30.445,37.49,3.4735,5.0,78.42,200.0,5.0,3847.0,0.1145684155708892,0.11095673837014325,1,0,True,False,False,False,False,False,True,1
-8.0,0,0.13583333333333333,4.0,5,14,1.0,239.0,18.15,239.0,239.0,13.168,10.0,257.15,3300.0,2.0,769.0,0.14926077382824787,0.11095673837014325,0,0,True,False,False,False,True,False,False,0
-6.0,0,12.3425,2.0,4,14,1.0,119.99,7.7,119.99,119.99,15.5831,1.0,127.69,213.0,3.0,486.0,0.13012618296529968,0.11095673837014325,1,0,False,False,False,False,False,False,False,0
-36.0,0,61.31194444444444,0.0,5,15,2.0,147.0,61.2,73.5,78.0,2.402,1.0,208.2,750.0,1.0,575.0,0.1016949152542373,0.1805944600062247,0,0,False,False,False,False,False,False,True,1
-17.0,0,0.25805555555555554,0.0,2,23,1.0,69.9,18.38,69.9,69.9,3.803,1.0,88.28,4450.0,1.0,749.0,0.1171875,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-21.0,0,0.11611111111111111,1.0,2,11,1.0,25.5,15.1,25.5,25.5,1.6887,2.0,40.6,100.0,4.0,506.0,0.13099535843218155,0.11000991080277503,0,0,True,False,False,False,False,True,False,0
-13.0,0,0.24722222222222223,1.0,0,16,1.0,80.0,16.32,80.0,80.0,4.902,1.0,96.32,700.0,1.0,405.0,0.15525212342758843,0.11955307262569832,0,0,True,False,False,False,False,True,False,0
-2.0,0,33.11833333333333,10.0,0,18,1.0,171.9,34.96,171.9,171.9,4.917,1.0,206.86,3500.0,1.0,1360.0,0.1145684155708892,0.11000991080277503,0,0,False,False,False,False,False,False,True,0
-17.0,0,0.24333333333333335,4.0,3,12,1.0,78.0,16.31,78.0,78.0,4.7823,1.0,94.31,1350.0,2.0,490.0,0.14926077382824787,0.13087709650811108,0,0,True,False,False,False,False,True,False,0
-21.0,0,0.26222222222222225,4.0,2,20,1.0,117.3,31.96,117.3,117.3,3.6702,8.0,149.26,4105.0,1.0,555.0,0.13099535843218155,0.1207464324917673,0,0,True,False,False,False,False,False,False,0
-8.0,0,22.246388888888887,1.0,6,13,1.0,24.99,12.84,24.99,24.99,1.9463,1.0,37.83,50.0,5.0,132.0,0.10048622366288493,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-9.0,0,0.2947222222222222,12.0,3,11,1.0,1197.9,75.26,1197.9,1197.9,15.9168,2.0,1273.16,24500.0,1.0,1193.0,0.08284600389863547,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-18.0,0,0.11888888888888889,3.0,0,9,1.0,15.9,8.11,15.9,15.9,1.9605,1.0,24.01,75.0,1.0,908.0,0.13099535843218155,0.11955307262569832,1,0,True,False,False,False,False,True,False,0
-22.0,0,0.29694444444444446,0.0,0,15,1.0,42.0,8.29,42.0,42.0,5.0663,1.0,50.29,317.0,3.0,708.0,0.10052447552447552,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-19.0,0,0.23027777777777778,0.0,6,19,1.0,39.9,14.1,39.9,39.9,2.8298,5.0,54.0,200.0,,,0.12970505123641154,0.11095673837014325,0,0,True,False,False,False,False,False,True,0
-14.0,0,0.31555555555555553,3.0,0,16,1.0,145.0,15.76,145.0,145.0,9.2005,1.0,160.76,8950.0,2.0,164.0,0.11821305841924398,0.11095673837014325,0,0,True,False,False,False,True,False,False,0
-16.0,0,1.3063888888888888,0.0,2,5,1.0,23.7,15.1,23.7,23.7,1.5695,1.0,38.8,250.0,1.0,431.0,0.13012618296529968,0.11955307262569832,0,0,True,False,False,False,False,True,False,0
-5.0,0,0.3863888888888889,0.0,3,11,1.0,59.99,14.17,59.99,59.99,4.2336,1.0,74.16,410.0,1.0,473.0,0.13189771197846567,0.1805944600062247,0,0,True,False,False,False,False,False,False,0
-9.0,0,19.38861111111111,6.0,1,14,1.0,94.99,15.41,94.99,94.99,6.1642,1.0,110.4,400.0,1.0,108.0,0.11450641826650006,0.11955307262569832,0,0,False,False,False,False,False,True,False,0
-12.0,0,0.32805555555555554,0.0,1,11,1.0,299.99,68.47,299.99,299.99,4.3813,6.0,368.46,10150.0,3.0,1002.0,0.11821305841924398,0.11000991080277503,0,0,True,False,False,False,False,False,False,1
-22.0,0,0.31722222222222224,4.0,4,15,1.0,89.99,18.43,89.99,89.99,4.8828,2.0,108.42,1200.0,3.0,847.0,0.10869565217391304,0.1207464324917673,0,0,True,False,False,False,False,False,True,0
-21.0,0,12.840277777777779,1.0,2,13,1.0,79.9,12.69,79.9,79.9,6.2963,1.0,92.59,350.0,1.0,764.0,0.11785260482846252,0.11095673837014325,0,0,False,False,False,False,True,False,False,0
-17.0,0,36.59527777777778,0.0,6,16,1.0,6.9,15.65,6.9,6.9,0.4409,1.0,22.55,100.0,2.0,137.0,0.1396514681308188,0.1207464324917673,0,1,False,False,False,False,False,True,False,0
-23.0,0,1.0944444444444446,1.0,1,9,1.0,21.9,14.1,21.9,21.9,1.5532,1.0,36.0,150.0,1.0,2285.0,0.13012618296529968,0.1805944600062247,0,0,True,False,False,False,False,True,False,0
-7.0,0,0.195,5.0,3,22,2.0,190.0,49.5,95.0,95.0,3.8384,3.0,239.5,12500.0,1.0,252.0,0.10752688172043011,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
0.0,0,39.0475,9.0,0,11,1.0,171.9,19.5,171.9,171.9,8.8154,1.0,191.4,3300.0,1.0,1360.0,0.1145684155708892,0.11095673837014325,1,0,False,False,False,False,False,False,True,0
-3.0,0,17.853055555555557,0.0,0,13,1.0,54.9,44.23,54.9,54.9,1.2412,1.0,99.13,617.0,2.0,802.0,0.1248,0.19544846050870146,0,0,False,False,False,False,False,True,False,0
-14.0,0,0.2238888888888889,1.0,1,20,1.0,1100.0,37.11,1100.0,1100.0,29.6416,6.0,1137.11,2400.0,4.0,3610.0,0.10555555555555556,0.11095673837014325,0,0,True,False,False,False,False,False,True,0
-4.0,0,0.2475,1.0,1,14,1.0,115.0,18.69,115.0,115.0,6.153,2.0,133.69,584.0,3.0,523.0,0.13500980916711253,0.13130841121495326,0,0,True,False,False,False,False,False,False,0
-12.0,0,0.13916666666666666,1.0,2,15,1.0,210.0,28.02,210.0,210.0,7.4946,4.0,238.02,12050.0,1.0,1334.0,0.14680851063829786,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-18.0,0,0.1922222222222222,4.0,3,11,1.0,109.9,12.27,109.9,109.9,8.9568,5.0,122.17,147.0,1.0,571.0,0.11685276551545053,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-8.0,0,0.18666666666666668,2.0,4,17,1.0,23.9,8.92,23.9,23.9,2.6794,1.0,32.82,800.0,2.0,487.0,0.13012618296529968,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-6.0,0,0.565,1.0,1,10,1.0,109.4,69.13,109.4,109.4,1.5825,3.0,178.53,28300.0,1.0,809.0,0.18421052631578946,0.11095673837014325,0,0,True,False,False,False,False,False,True,1
-21.0,0,70.54916666666666,2.0,4,15,1.0,199.0,29.79,199.0,199.0,6.6801,6.0,228.79,2000.0,1.0,330.0,0.10869565217391304,0.1805944600062247,0,0,True,False,False,False,False,False,False,0
-22.0,0,0.21861111111111112,1.0,0,15,1.0,29.5,16.11,29.5,29.5,1.8312,1.0,45.61,350.0,2.0,207.0,0.1145684155708892,0.11095673837014325,0,0,True,False,False,False,False,True,False,0
-8.0,0,25.880277777777778,1.0,1,0,1.0,42.49,18.23,42.49,42.49,2.3308,1.0,60.72,600.0,1.0,1087.0,0.11450641826650006,0.11955307262569832,0,0,False,False,False,False,False,False,False,0
-6.0,0,15.4725,3.0,4,20,1.0,299.99,14.35,299.99,299.99,20.9052,4.0,314.34,450.0,4.0,1892.0,0.1396514681308188,0.16715976331360946,1,0,True,False,False,False,True,False,False,0
-5.0,0,0.3488888888888889,0.0,2,23,1.0,26.88,19.38,26.88,26.88,1.387,3.0,48.4,600.0,3.0,693.0,0.10869565217391304,0.11095673837014325,0,0,True,False,False,False,False,False,True,0
-24.0,0,0.6911111111111111,1.0,6,16,1.0,81.9,8.34,81.9,81.9,9.8201,2.0,90.24,150.0,1.0,673.0,0.11785260482846252,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
9.0,1,91.48361111111112,6.0,4,8,1.0,208.0,10.37,208.0,208.0,20.0578,1.0,218.37,550.0,1.0,821.0,0.11450641826650006,0.11095673837014325,1,0,False,False,False,False,False,False,False,1
13.0,1,1.15,2.0,0,16,1.0,34.99,16.11,34.99,34.99,2.1719,1.0,51.1,300.0,2.0,153.0,0.1248,0.11000991080277503,0,0,True,False,False,False,False,True,False,0
-16.0,0,0.7197222222222223,0.0,4,11,1.0,39.9,10.96,39.9,39.9,3.6405,1.0,50.86,300.0,1.0,1659.0,0.1382941382941383,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-11.0,0,47.98444444444444,0.0,0,3,1.0,190.83,12.84,190.83,190.83,14.8621,4.0,203.67,416.0,1.0,1116.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,True,False,False,0
-13.0,0,0.29388888888888887,8.0,6,12,3.0,225.0,46.29,75.0,75.0,4.8607,1.0,271.29,1800.0,1.0,629.0,0.14926077382824787,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-13.0,0,45.41777777777778,2.0,6,6,1.0,90.0,25.12,90.0,90.0,3.5828,1.0,115.12,3300.0,4.0,420.0,0.1145684155708892,0.18285714285714286,0,0,False,False,False,False,False,False,False,0
-18.0,0,24.14388888888889,3.0,0,10,1.0,2649.99,134.17,2649.99,2649.99,19.751,10.0,2784.16,17400.0,1.0,2082.0,0.1456675176452921,0.12142857142857143,0,0,True,False,False,False,False,False,True,0
-31.0,0,15.190833333333334,-1.0,3,21,1.0,169.9,45.07,169.9,169.9,3.7697,5.0,214.97,3000.0,5.0,1912.0,0.11821305841924398,0.16841317365269462,0,0,True,False,False,False,False,False,False,0
-14.0,0,0.2086111111111111,0.0,0,22,2.0,138.0,33.84,69.0,69.0,4.078,2.0,171.84,107.0,1.0,301.0,0.1456675176452921,0.13366336633663367,0,0,True,False,False,False,False,False,True,0
-8.0,0,0.3641666666666667,0.0,3,16,1.0,29.99,7.78,29.99,29.99,3.8548,1.0,37.77,150.0,3.0,751.0,0.1396514681308188,0.11095673837014325,1,0,True,False,False,False,True,False,False,0
-19.0,0,44.96805555555556,1.0,0,13,1.0,330.0,23.07,330.0,330.0,14.3043,8.0,353.07,400.0,6.0,2644.0,0.11450641826650006,0.1455223880597015,0,0,True,False,False,False,False,False,False,0
-12.0,0,23.84027777777778,0.0,5,23,1.0,69.9,17.74,69.9,69.9,3.9402,8.0,87.64,950.0,1.0,689.0,0.15525212342758843,0.1805944600062247,0,0,True,False,False,False,False,True,False,0
-7.0,0,0.16555555555555557,3.0,4,23,1.0,151.9,17.97,151.9,151.9,8.453,3.0,169.87,4338.0,2.0,514.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-16.0,0,0.39805555555555555,0.0,1,19,1.0,49.9,14.1,49.9,49.9,3.539,1.0,64.0,300.0,3.0,160.0,0.1456675176452921,0.1805944600062247,0,0,True,False,False,False,True,False,False,0
-18.0,0,0.19555555555555557,1.0,5,17,1.0,129.9,16.12,129.9,129.9,8.0583,4.0,146.02,1000.0,3.0,595.0,0.11685276551545053,0.11095673837014325,0,0,True,False,False,False,False,False,False,0
-12.0,0,39.11888888888889,-1.0,2,23,2.0,747.0,27.03,373.5,659.0,27.6359,10.0,774.03,250.0,1.0,506.0,0.1016949152542373,0.11095673837014325,1,0,True,False,False,False,False,True,False,0
-1.0,0,41.78805555555556,1.0,0,9,1.0,83.88,23.31,83.88,83.88,3.5985,1.0,107.19,200.0,1.0,530.0,0.11450641826650006,0.19544846050870146,0,0,False,False,False,False,False,False,True,0
-9.0,0,30.066388888888888,0.0,6,22,1.0,47.59,12.79,47.59,47.59,3.7209,1.0,60.38,300.0,1.0,190.0,0.10732984293193717,0.11095673837014325,1,0,False,False,False,False,False,False,False,0
-14.0,0,32.937222222222225,3.0,3,17,1.0,13.65,15.1,13.65,13.65,0.904,1.0,28.75,150.0,1.0,383.0,0.13012618296529968,0.1805944600062247,0,0,False,False,False,False,True,False,False,0
-13.0,0,0.24694444444444444,3.0,4,14,1.0,72.0,13.62,72.0,72.0,5.2863,1.0,85.62,150.0,1.0,919.0,0.1456675176452921,0.11095673837014325,0,0,True,False,False,False,False,False,False,0
-12.0,0,0.34555555555555556,1.0,1,13,1.0,99.9,25.54,99.9,99.9,3.9115,2.0,125.44,2800.0,1.0,837.0,0.14926077382824787,0.11095673837014325,0,0,True,False,False,False,True,False,False,0
-17.0,0,0.1388888888888889,10.0,6,23,1.0,169.99,37.74,169.99,169.99,4.5042,4.0,207.73,11875.0,1.0,1350.0,0.21422924901185772,0.1207464324917673,0,0,True,False,False,False,False,False,False,0
-8.0,0,0.16472222222222221,4.0,4,21,2.0,179.8,30.76,89.9,89.9,5.8453,1.0,210.56,1825.0,1.0,176.0,0.18041237113402062,0.1382193802262666,0,0,True,False,False,False,False,False,True,1
-12.0,0,0.3663888888888889,5.0,4,13,1.0,21.9,25.63,21.9,21.9,0.8545,1.0,47.53,214.0,1.0,783.0,0.1145684155708892,0.1753846153846154,0,0,True,False,False,False,False,True,False,0
-16.0,0,0.15638888888888888,0.0,1,10,1.0,19.99,7.39,19.99,19.99,2.705,1.0,27.38,50.0,1.0,355.0,0.1396514681308188,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-12.0,0,13.770555555555555,0.0,2,21,1.0,119.0,27.38,119.0,119.0,4.3462,4.0,146.38,1350.0,2.0,2084.0,0.14926077382824787,0.13366336633663367,0,0,True,False,False,False,False,False,False,0
-8.0,0,0.1638888888888889,2.0,1,9,1.0,99.9,13.53,99.9,99.9,7.3836,1.0,113.43,2900.0,1.0,1076.0,0.11450641826650006,0.1805944600062247,1,0,True,False,False,False,False,True,False,0
-8.0,0,1.8122222222222222,2.0,0,16,1.0,89.9,17.2,89.9,89.9,5.2267,3.0,107.1,700.0,3.0,376.0,0.1456675176452921,0.1805944600062247,0,0,True,False,False,False,False,True,False,0
-12.0,0,8.56611111111111,1.0,4,17,1.0,199.9,16.16,199.9,199.9,12.37,1.0,216.06,700.0,,,0.12970505123641154,0.11095673837014325,0,0,False,False,False,False,False,True,False,0
-29.0,0,23.85638888888889,6.0,4,10,1.0,1788.0,110.61,1788.0,1788.0,16.1649,10.0,1898.6100000000001,3750.0,1.0,1310.0,0.13099535843218155,0.13087709650811108,0,0,True,False,False,False,False,False,True,0
-25.0,0,72.51361111111112,-2.0,5,18,1.0,89.99,19.6,89.99,89.99,4.5913,2.0,109.59,1200.0,2.0,961.0,0.1382941382941383,0.11000991080277503,0,0,True,False,False,False,False,False,False,0
-7.0,0,0.2175,0.0,0,23,1.0,169.0,34.98,169.0,169.0,4.8313,4.0,203.98,200.0,1.0,2894.0,0.11450641826650006,0.12577319587628866,0,0,True,False,False,False,True,False,False,0
-8.0,0,0.1661111111111111,1.0,0,15,1.0,235.73,48.26,235.73,235.73,4.8846,10.0,283.99,19200.0,1.0,870.0,0.15525212342758843,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-27.0,0,0.2127777777777778,2.0,5,11,2.0,178.0,34.12,89.0,89.0,5.2169,3.0,212.12,88.0,1.0,497.0,0.1396514681308188,0.16715976331360946,0,0,True,False,False,False,False,False,True,1
-14.0,0,0.15527777777777776,9.0,0,9,1.0,349.9,37.77,349.9,349.9,9.264,8.0,387.67,525.0,1.0,874.0,0.11785260482846252,0.1256890848952591,0,0,True,False,False,False,False,True,False,1
-11.0,0,0.265,11.0,5,16,1.0,550.0,70.82,550.0,550.0,7.7662,8.0,620.82,30000.0,1.0,427.0,0.11450641826650006,0.11095673837014325,1,0,True,False,False,False,False,False,True,0
-15.0,0,0.2877777777777778,2.0,1,9,1.0,22.99,28.75,22.99,22.99,0.7997,2.0,51.74,1200.0,,,0.12970505123641154,0.13087709650811108,0,0,True,False,False,False,False,True,False,0
0.0,0,0.18388888888888888,0.0,3,18,1.0,548.0,12.77,548.0,548.0,40.09307500000005,10.0,560.77,775.0,8.0,2519.0,0.11450641826650006,0.1805944600062247,1,0,True,False,False,False,False,False,True,0
-22.0,0,0.2175,4.0,6,20,2.0,70.0,13.56,35.0,35.0,5.1622,1.0,83.56,1400.0,1.0,831.0,0.14926077382824787,0.11095673837014325,1,0,True,False,False,False,False,False,False,0
-10.0,0,30.245555555555555,2.0,4,9,1.0,29.0,7.78,29.0,29.0,3.7275,1.0,36.78,200.0,3.0,261.0,0.13500980916711253,0.11095673837014325,1,0,True,False,False,False,True,False,False,0
-28.0,0,1.7505555555555556,6.0,3,23,2.0,65.98,33.58,32.99,48.99,1.9649,4.0,99.56,200.0,1.0,598.0,0.1396514681308188,0.16715976331360946,0,0,True,False,False,False,False,False,False,1
-20.0,0,0.2697222222222222,1.0,2,20,1.0,610.0,90.89,610.0,610.0,6.7114,7.0,700.89,15350.0,3.0,1176.0,0.10869565217391304,0.14467312348668282,0,0,True,False,False,False,True,False,False,0
-13.0,0,0.2425,0.0,3,16,1.0,31.9,25.63,31.9,31.9,1.2446,5.0,57.53,300.0,5.0,777.0,0.10869565217391304,0.14467312348668282,0,0,True,False,False,False,False,False,True,0
